ID,Breed,Age ,Sex,Neuter,Case,Date of diagnosis,Reason for presentation,BCS at diagnosis (1-9),Last recorded BCS (1-9),Heart Murmur,HM first recorded,Grade of heart murmur,Gallop rhythm,Date first detected,Arrhythmia,Date first detected,Goitre,Vaccination,Previous exposure to nephrotoxic drugs,NSAID treatment,Date of last exposure to drug,Previous anaesthetic,Date of last anaesthetic,FeLV status,FIV status,Previous exposure to lilies,Previous exposure to ethylene glycol,Previous AKI,Hyperthyroidism,Periodontal disease,Arthritis,Cystitis/FLUTD,Cardiomyopathy,Retinopathy,Cat bite abscess,Polycystic kidney disease,Pyelonephritis,hepatopathy,obesity,constipation,Diabetes Mellitus,Primary Aldosteronism,Urethral obstruction
289,Crossbreed,?9,Female,,Case,11/4/13,Clinical signs,,,TRUE,9/17/12,1,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
290,Crossbreed,?9,Female,,Case,9/18/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
291,Crossbreed,?9,Female,,Case,10/5/12,Clinical signs,,,TRUE,9/28/12,3,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
292,Crossbreed,?9,Female,Neutered,Case,9/28/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
293,Purebreed,?9,Female,,Case,10/9/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,One-off treatment,10/6/12,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
294,Crossbreed,?9,Male,Entire,Case,10/18/12,Geriatric Health clinic,7,,FALSE,,,FALSE,,FALSE,,FALSE,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
295,Crossbreed,?9,Female,,Case,10/5/12,Other,,,TRUE,10/5/12,3,FALSE,,FALSE,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,No,No,No,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296,Purebreed,<9,Female,Neutered,Case,12/4/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
297,Crossbreed,?9,Female,,Case,4/23/13,Clinical signs,,,TRUE,4/23/13,1,FALSE,,FALSE,,FALSE,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
298,Purebreed,?9,Female,,Case,6/18/13,Not recorded,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
299,Crossbreed,?9,Female,,Case,12/6/12,Pre-anaesthetic profile,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Negative,Negative,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
300,Crossbreed,?9,Female,,Case,1/16/13,Geriatric Health clinic,,,TRUE,1/15/13,,FALSE,,FALSE,,FALSE,Kitten/ Irregular,None recorded,,,None recorded,,Negative,Negative,None recorded,None recorded,None recorded,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
301,Crossbreed,?9,Male,,Case,12/4/12,Clinical signs,4,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
302,Purebreed,?9,,,Case,12/18/12,Other,,,TRUE,12/17/12,2,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
303,Crossbreed,?9,Female,,Case,3/11/13,Clinical signs,,,TRUE,1/21/13,1,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
304,Crossbreed,<9,Male,,Case,12/29/12,Clinical signs,,,TRUE,12/29/12,3,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
305,Crossbreed,?9,Male,,Case,12/28/12,Pre-anaesthetic profile,,,TRUE,12/31/12,3,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,Yes,12/27/12,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
306,Crossbreed,?9,Female,,Case,12/28/12,Clinical signs,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
307,Crossbreed,?9,Female,,Case,6/28/13,Other,,,TRUE,12/28/12,,FALSE,,FALSE,,Not recorded,None recorded,NSAID,Long term treatment,6/27/13,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
308,Crossbreed,?9,Male,,Case,5/7/13,Pre-anaesthetic profile,,,TRUE,2/19/14,3,FALSE,,TRUE,2/19/14,Not recorded,Kitten/ Irregular,NSAID,One-off treatment,5/7/13,Yes,5/7/13,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309,Purebreed,?9,Female,,Case,2/7/13,Other,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310,Purebreed,?9,Male,,Case,5/8/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,Not recorded,Kitten/ Irregular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
311,Crossbreed,?9,Male,,Case,1/18/13,Clinical signs,,,TRUE,1/16/13,3,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
312,Purebreed,<9,Male,,Case,1/27/13,Clinical signs,3,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
313,Crossbreed,?9,Male,,Case,8/17/13,Clinical signs,,,TRUE,8/17/13,3,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
314,Crossbreed,?9,Female,,Case,2/8/13,Clinical signs,,,FALSE,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,One-off treatment,2/8/13,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
315,Crossbreed,?9,Female,,Case,5/28/13,Clinical signs,,,TRUE,4/30/13,1,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,Yes,4/30/13,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
316,Crossbreed,<9,Male,,Case,2/23/13,Clinical signs,,,TRUE,2/23/13,3,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
317,Purebreed,?9,Male,,Case,4/15/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Negative,Negative,No,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
318,Crossbreed,<9,Female,,Case,11/29/13,Other,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,Yes,3/19/13,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
319,Crossbreed,?9,Female,,Case,3/28/13,Clinical signs,,,TRUE,3/28/13,2,FALSE,,FALSE,,Not recorded,Kitten/ Irregular,None recorded,,,None recorded,,Negative,Negative,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
320,Crossbreed,?9,Female,,Case,4/10/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,TRUE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
321,Purebreed,?9,Female,,Case,4/24/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,Kitten/ Irregular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
322,Crossbreed,?9,Female,,Case,4/24/13,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,One-off treatment,4/22/13,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
323,Crossbreed,?9,Female,,Case,5/29/13,Other,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Kitten/ Irregular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
324,Purebreed,?9,Female,,Case,5/1/13,Clinical signs,,,FALSE,,,FALSE,,TRUE,5/1/13,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
325,Crossbreed,?9,Male,,Case,4/29/13,Clinical signs,,,TRUE,4/29/13,2,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
326,Crossbreed,?9,Male,,Case,6/24/13,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
327,Crossbreed,?9,Female,,Case,8/2/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
328,Crossbreed,?9,Female,,Case,8/20/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
329,Crossbreed,?9,Female,Neutered,Case,8/20/13,Clinical signs,,,TRUE,8/14/13,1,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
330,Crossbreed,?9,Female,,Case,8/22/13,Clinical signs,2,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
331,Crossbreed,?9,Female,,Case,10/17/13,Geriatric Health clinic,,,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
332,Crossbreed,?9,Male,,Case,8/1/13,Not recorded,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
333,Purebreed,?9,Female,Neutered,Case,10/21/13,Not recorded,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
334,Crossbreed,?9,Male,,Case,11/2/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Negative,Negative,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
335,Crossbreed,?9,Female,,Case,11/11/13,Clinical signs,2,,TRUE,11/11/13,1,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
336,Crossbreed,?9,Female,,Case,11/29/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
337,Crossbreed,?9,Female,,Case,11/28/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,Kitten/ Irregular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
338,Crossbreed,?9,Female,Neutered,Case,1/22/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,TRUE,Regular,NSAID,One-off treatment,5/18/12,None recorded,,Not tested,Not tested,None recorded,None recorded,Yes,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
339,Crossbreed,?9,Male,,Case,11/19/12,Geriatric Health clinic,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,None recorded,,,Yes,12/16/08,Not tested,Not tested,None recorded,None recorded,No,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
340,Crossbreed,?9,Male,Neutered,Case,3/14/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,NSAID,Long term treatment,3/12/12,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
341,Crossbreed,?9,Female,Neutered,Case,2/2/12,Pre-anaesthetic profile,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,None recorded,,,Yes,1/23/12,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
342,Crossbreed,?9,Female,,Case,2/15/12,Other,,,TRUE,5/30/12,2,Not recorded,,Not recorded,,TRUE,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
343,Crossbreed,?9,Female,Neutered,Case,10/22/12,Pre-anaesthetic profile,,,TRUE,9/5/12,3,Not recorded,,Not recorded,,Not recorded,Regular,NSAID,One-off treatment,6/16/11,Yes,10/22/12,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
344,Purebreed,<9,Female,Neutered,Case,2/13/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,Regular,None recorded,,,Yes,11/21/12,Negative,Negative,No,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
345,Crossbreed,?9,Male,,Case,4/7/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,Chemotherapy,,1/1/07,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
346,Unknown,?9,Male,Entire,Case,4/15/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
347,Crossbreed,?9,Female,Neutered,Case,4/3/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
348,Purebreed,?9,Male,Neutered,Case,8/7/13,Clinical signs,,,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
349,Crossbreed,?9,Male,Neutered,Case,10/19/12,Geriatric Health clinic,,,TRUE,10/19/12,4,FALSE,,FALSE,,FALSE,Kitten/ Irregular,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
350,Crossbreed,?9,Male,Neutered,Case,7/15/12,Geriatric Health clinic,,,TRUE,10/20/12,9,FALSE,,FALSE,,Not recorded,None recorded,NSAID,One-off treatment,7/12/10,Yes,7/12/10,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
351,Crossbreed,?9,Male,Neutered,Case,9/16/13,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,NSAID,Repeated one off treatment,4/10/12,Yes,4/10/12,Not tested,Not tested,No,No,No,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
352,Crossbreed,?9,Female,Neutered,Case,2/8/13,Other,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,Long term treatment,2/8/13,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
353,Crossbreed,?9,Female,Neutered,Case,10/6/12,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,NSAID,Repeated one off treatment,12/29/08,Yes,12/29/08,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
354,Crossbreed,?9,Male,Neutered,Case,7/9/12,Pre-anaesthetic profile,,,FALSE,,,FALSE,,FALSE,,TRUE,None recorded,NSAID,Repeated one off treatment,5/26/12,Yes,4/10/11,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
355,Crossbreed,?9,Female,Entire,Case,10/11/13,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
356,Purebreed,?9,Female,Neutered,Case,2/22/12,Geriatric Health clinic,,,FALSE,,,FALSE,,FALSE,,Not recorded,Regular,NSAID,Repeated one off treatment,8/10/10,Yes,10/23/08,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
357,Crossbreed,?9,Female,Neutered,Case,2/22/12,Clinical signs,,,TRUE,4/5/09,1,FALSE,,FALSE,,FALSE,None recorded,None recorded,,,None recorded,,Not tested,Not tested,No,No,No,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
358,Crossbreed,?9,Male,Neutered,Case,8/27/13,Geriatric Health clinic,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,Regular,NSAID,One-off treatment,6/18/13,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
359,Crossbreed,?9,Female,Neutered,Case,12/20/13,Clinical signs,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
360,Crossbreed,?9,Male,Neutered,Case,12/29/13,Other,,,FALSE,,,FALSE,,FALSE,,TRUE,None recorded,NSAID,One-off treatment,8/1/11,Yes,8/1/11,Not tested,Not tested,None recorded,None recorded,None recorded,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
361,Crossbreed,?9,Male,Neutered,Case,2/16/13,Pre-anaesthetic profile,,,Not recorded,,,Not recorded,,Not recorded,,Not recorded,None recorded,None recorded,,,None recorded,,Not tested,Not tested,None recorded,None recorded,None recorded,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
